district;school;growthstatus;pctpassingeogtests;pctfreereduced;hasstringsprogram;schoolscore;grade
Burke County Schools;Walter R Johnson Middle;Exceeded;62.3;72.9;0;69;C
Buncombe County Schools;Sand Hill-Venable Elem;NotMet;56.6;72.7;0;57;C
Catawba County Schools;Lyle Creek Elementary;Exceeded;43.6;68.9;0;53;D
Guilford County Schools;McLeansville Elementary;Met;49.8;74.9;0;55;C
Buncombe County Schools;Weaverville Elementary;Met;68.8;49.6;0;70;B
Burke County Schools;Valdese Elementary;Exceeded;65.7;54.0;0;70;B
Craven County Schools;Trent Park Elementary;Met;50.8;76.6;0;56;C
Buncombe County Schools;Owen High;Met;56.3;45.2;0;70;B
Charlotte-Mecklenburg Schools;Barringer Academic Center;Exceeded;61.8;57.9;0;67;C
Cabarrus County Schools;Mount Pleasant Elementary;Exceeded;67.2;39.6;0;72;B
Cabarrus County Schools;Harris Road Middle;Exceeded;74.0;17.5;0;79;B
Cabarrus County Schools;W M Irvin Elementary;NotMet;42.6;68.2;0;47;D
Cabarrus County Schools;J N Fries Magnet School;Met;88.7;21.2;0;87;A
Cabarrus County Schools;Beverly Hills Elementary;Met;55.4;66.9;0;61;C
Burke County Schools;W A Young Elementary;Exceeded;53.8;70.7;0;60;C
Cabarrus County Schools;Mount Pleasant High;NotMet;47.0;37.0;0;65;C
Camden County Schools;Camden County High;Exceeded;70.1;27.3;0;80;B
Wilson County Schools;Wells Elementary;NotMet;44.5;67.9;0;49;D
Durham Public Schools;J D Clement Early College HS;Exceeded;82.4;58.7;0;91;A
Charlotte-Mecklenburg Schools;Bain Elementary;Exceeded;83.5;24.1;0;86;A
Catawba County Schools;Bunker Hill High;Exceeded;53.6;58.7;0;69;C
Gaston County Schools;H H Beam Elementary;NotMet;32.7;90.1;0;39;F
Catawba County Schools;Bandys High;Exceeded;71.2;32.0;0;80;B
Cumberland County Schools;New Century International Middle;Met;59.1;44.4;0;63;C
Cumberland County Schools;Luther 'Nick' Jeralds Middle;NotMet;39.4;87.2;0;45;D
Cumberland County Schools;William T Brown Elementary;NotMet;37.3;77.3;0;44;D
Dare County Schools;Kitty Hawk Elementary School;Exceeded;72.1;23.8;0;76;B
Cumberland County Schools;John R Griffin Middle;Exceeded;69.3;32.9;0;75;B
Wilkes County Schools;Mount Pleasant Elementary;Exceeded;57.2;60.7;0;63;C
Surry County Schools;White Plains Elementary;Exceeded;64.0;61.8;0;69;C
Cumberland County Schools;Pine Forest Middle;Exceeded;60.5;44.5;0;66;C
Wayne County Public Schools;Goldsboro High;NotMet;20.8;81.4;0;46;D
Wake County Schools;Cary High;Exceeded;74.5;32.1;0;83;B
Durham Public Schools;The School for Creative Studies;Exceeded;46.2;53.1;0;55;C
Edgecombe County Public School;G W Carver Elementary;Met;37.5;79.1;0;46;D
Edgecombe County Public School;Stocks Elementary;Met;42.0;91.6;0;49;D
Durham Public Schools;Sandy Ridge Elementary;NotMet;44.6;59.0;0;49;D
Durham Public Schools;Spring Valley Elementary;Met;47.2;63.8;0;53;D
Rowan-Salisbury Schools;Enochville Elementary;Met;50.2;60.5;0;56;C
Stanly County Schools;Aquadale Elementary;Met;68.6;56.4;0;71;B
Durham Public Schools;Parkwood Elementary;Met;39.6;71.9;0;48;D
Johnston County Schools;Meadow School;Met;52.3;53.2;0;58;C
Durham Public Schools;Riverside High;Met;47.8;52.4;0;67;C
Rockingham County Schools;Rockingham Co Early College High;Exceeded;80.4;42.5;0;88;A
Davidson County Schools;E Lawson Brown Middle;Exceeded;61.5;52.5;0;67;C
Henderson County Schools;Mills River Elementary;Met;70.9;39.6;0;73;B
Davidson County Schools;Fair Grove Elementary;Met;61.0;53.4;0;65;C
Davidson County Schools;Central Davidson Middle;Met;56.2;55.3;0;60;C
Pitt County Schools;Farmville Central High;NotMet;40.4;61.3;0;60;C
Duplin County Schools;North Duplin Elementary;Met;55.1;74.6;0;61;C
Davidson County Schools;North Davidson Middle;Met;65.2;37.5;0;68;C
Davie County Schools;Shady Grove Elementary;Met;76.4;18.9;0;75;B
Duplin County Schools;E E Smith Middle;Met;36.2;79.0;0;43;D
Forsyth County Schools;Frank Morgan Elementary;Met;70.7;34.9;0;72;B
Forsyth County Schools;Kernersville Middle;NotMet;57.6;39.4;0;58;C
Forsyth County Schools;Mount Tabor High School;Met;56.8;39.0;0;72;B
Forsyth County Schools;Hanes Middle School;Met;71.8;38.4;0;74;B
Forsyth County Schools;Ashley Elementary;Met;30.0;88.4;0;40;D
Yadkin County Schools;Starmount High;Met;45.1;47.1;0;64;C
Forsyth County Schools;Carver High;Met;19.5;88.9;0;48;D
Guilford County Schools;Parkview Village Elementary;Exceeded;33.7;;0;45;D
Forsyth County Schools;Philo-Hill Magnet Academy;NotMet;17.8;;0;24;F
Forsyth County Schools;Early College of Forsyth Co;Met;93.9;;0;94;A
Guilford County Schools;David D Jones Elementary;NotMet;55.9;60.0;0;56;C
Guilford County Schools;Cyrus P Frazier Elementary;Met;24.5;86.5;0;34;F
Guilford County Schools;Jefferson Elementary;Exceeded;61.4;69.1;0;68;C
Guilford County Schools;Eastern Guilford Middle;Met;40.3;73.3;0;49;D
Rowan-Salisbury Schools;Shive Elementary;Met;50.7;57.4;0;56;C
Guilford County Schools;Hunter Elementary;Met;46.4;;0;54;D
Granville County Schools;S Granville HS of Integ Tech & Lead;Met;42.1;32.0;0;61;C
Granville County Schools;Mount Energy Elementary;Met;63.0;50.5;0;67;C
Granville County Schools;C. G. Credle Elementary;Met;31.7;78.1;0;40;D
Gates County Schools;Buckland Elementary;Exceeded;72.2;51.8;0;75;B
Iredell-Statesville Schools;Statesville High;NotMet;38.3;58.6;0;56;C
Granville County Schools;J. F. Webb High;NotMet;29.6;59.3;0;49;D
Johnston County Schools;Selma Middle School;Met;33.3;89.1;0;42;D
Onslow County Schools;Bell Fork Elementary;Met;59.6;64.4;0;65;C
Wilson County Schools;Elm City Middle;Met;59.0;48.1;0;64;C
Guilford County Schools;Ceasar Cone Elementary;Met;20.6;;0;31;F
Guilford County Schools;Northern Guilford Middle;Exceeded;75.3;22.2;0;78;B
Lincoln County Schools;Battleground Elementary;NotMet;45.9;88.7;0;50;D
Durham Public Schools;Hope Valley Elementary;Exceeded;53.5;64.1;0;62;C
Durham Public Schools;Eno Valley Elementary;NotMet;31.0;83.3;0;38;F
McDowell County Schools;Old Fort Elementary;NotMet;52.8;68.6;0;54;D
Durham Public Schools;Merrick-Moore Elementary;Met;28.2;86.9;0;37;F
Durham Public Schools;Little River Elementary;Met;67.0;41.0;0;68;C
Wilson County Schools;Vinson-Bynum Elementary;Met;52.3;62.1;0;59;C
Elkin City Schools;Elkin Elementary;Exceeded;71.5;45.7;0;75;B
Durham Public Schools;Hillside High;Exceeded;35.4;66.0;0;61;C
Johnston County Schools;East Clayton Elementary;Exceeded;68.5;24.7;0;73;B
Forsyth County Schools;Robert B Glenn High School;NotMet;38.0;52.3;0;54;D
Johnston County Schools;Cleveland Elementary;Exceeded;78.2;31.3;0;80;B
Forsyth County Schools;Thomas Jefferson Middle;NotMet;75.3;31.8;0;72;B
Gaston County Schools;Chapel Grove Elementary;Met;48.9;74.7;0;54;D
Gaston County Schools;Cherryville High;Exceeded;51.4;49.6;0;72;B
Forsyth County Schools;Smith Farm Elementary;Met;65.3;66.2;0;69;C
Gaston County Schools;Costner Elementary;NotMet;59.9;52.0;0;61;C
Forsyth County Schools;Vienna Elementary;Met;85.4;20.2;0;85;A
Moore County Schools;Robbins Elementary;Met;39.3;89.0;0;48;D
Gaston County Schools;W B Beam Intermediate School;Met;56.4;53.3;0;59;C
Gaston County Schools;Pinewood Elementary;Exceeded;57.1;50.6;0;63;C
Gaston County Schools;North Gaston High;Exceeded;50.6;55.4;0;70;B
Gaston County Schools;Sherwood Elementary;NotMet;40.7;72.3;0;46;D
Gaston County Schools;Lingerfeldt Elementary;Met;27.1;94.4;0;36;F
Gaston County Schools;Hunter Huss High;NotMet;30.5;72.8;0;50;D
Gaston County Schools;Southwest Middle;NotMet;37.8;77.5;0;42;D
Gaston County Schools;Forestview High;Met;56.5;41.4;0;72;B
Gaston County Schools;Stanley Middle;Met;51.3;57.8;0;56;C
Rowan-Salisbury Schools;Carson High;Met;56.1;45.9;0;71;B
Guilford County Schools;Montlieu Academy of Technology;Met;44.5;90.9;0;51;D
Guilford County Schools;Otis L Hairston Sr Middle;Met;25.2;94.0;0;34;F
Guilford County Schools;Northwood Elementary;Met;44.1;85.5;0;50;D
Wake County Schools;Highcroft Elementary;Exceeded;91.4;;0;91;A
Charlotte-Mecklenburg Schools;Olympic High-Math Eng Tech Science;Exceeded;75.6;40.1;0;82;B
Charlotte-Mecklenburg Schools;Performance Learning Center;Met;58.8;39.4;0;77;B
Regional Schools;Northeast Regional School - Biotech/Agri;Met;76.5;35.8;0;78;B
Charlotte-Mecklenburg Schools;Nations Ford Elementary;Met;32.6;91.4;0;40;D
Wilkes County Schools;Mountain View Elementary;Exceeded;59.1;69.6;0;65;C
Charlotte-Mecklenburg Schools;Myers Park High;Exceeded;76.9;31.8;0;84;B
Charlotte-Mecklenburg Schools;McAlpine Elementary;Met;73.5;25.1;0;75;B
Charlotte-Mecklenburg Schools;Oakdale Elementary;Met;40.8;83.8;0;48;D
Charlotte-Mecklenburg Schools;West Charlotte High;Met;28.1;86.8;0;52;D
Rowan-Salisbury Schools;Southeast Middle;NotMet;47.0;56.5;0;50;D
Charter Schools;Coastal Academy for Technology and Scien;N/A;50.0;52.3;0;42;D
Charter Schools;College Prep and Leadership Academy;Met;38.3;79.6;0;46;D
Charter Schools;Francine Delany New School;Exceeded;78.8;48.8;0;81;B
Nash-Rocky Mount Schools;D S Johnson Elementary;Met;22.6;93.9;0;35;F
Durham Public Schools;Sherwood Githens Middle;Met;36.2;70.4;0;43;D
Charter Schools;Central Park School For Child;Met;75.7;9.8;0;76;B
Charter Schools;East Wake Academy;Exceeded;76.0;16.9;0;81;B
Charter Schools;Falls Lake Academy;NotMet;61.4;19.0;0;63;C
Charter Schools;Clover Garden;Met;64.1;31.7;0;68;C
Charter Schools;Community School of Davidson;Exceeded;84.8;;0;87;A
Union County Public Schools;Wesley Chapel Elementary;Exceeded;81.0;16.0;0;83;B
Charlotte-Mecklenburg Schools;Steele Creek Elementary;NotMet;50.9;73.7;0;53;D
Charlotte-Mecklenburg Schools;Winterfield Elementary;NotMet;26.8;92.9;0;35;F
Charlotte-Mecklenburg Schools;West Mecklenburg High;Exceeded;39.2;77.8;0;62;C
Chatham County Schools;North Chatham Elementary;Exceeded;55.8;43.0;0;63;C
Charter Schools;Carolina International School;Exceeded;66.3;24.0;0;70;B
Onslow County Schools;Stateside Elementary;Exceeded;68.8;34.2;0;73;B
Charlotte-Mecklenburg Schools;Thomasboro Academy;Met;32.4;93.5;0;42;D
Wake County Schools;Fuller Elementary;Exceeded;66.8;39.7;1;72;B
Charter Schools;Arapahoe Charter School;NotMet;44.4;59.5;0;49;D
Charlotte-Mecklenburg Schools;Phillip O Berry Academy of Technology;Exceeded;67.5;68.5;0;77;B
Charlotte-Mecklenburg Schools;Statesville Road Elementary;Exceeded;45.5;87.3;0;55;C
Charlotte-Mecklenburg Schools;Huntingtowne Farms Elementary;NotMet;44.7;86.3;0;49;D
Charlotte-Mecklenburg Schools;First Ward Creative Arts Academy;Met;44.4;80.0;0;52;D
Charlotte-Mecklenburg Schools;Cochrane Collegiate Academy;NotMet;28.2;89.0;0;34;F
Charlotte-Mecklenburg Schools;Chantilly Montessori;Exceeded;75.2;18.7;0;77;B
Charlotte-Mecklenburg Schools;Cato Middle College High;N/A;0.0;34.7;0;98;A
Charlotte-Mecklenburg Schools;Hawk Ridge Elementary;Met;87.5;12.4;0;85;A
Charlotte-Mecklenburg Schools;Hopewell High;NotMet;50.7;46.7;0;65;C
Cleveland County Schools;Jefferson Elementary;Met;64.4;60.1;0;67;C
Columbus County Schools;Hallsboro-Artesia Elementary;Met;27.9;82.3;0;38;F
Columbus County Schools;CCCA - Southeastern Campus;Met;57.5;55.0;0;68;C
Craven County Schools;Brinson Memorial Elementary;Met;68.4;39.3;0;71;B
Craven County Schools;Graham A Barden Elementary;Met;67.0;65.3;0;69;C
Craven County Schools;Craven Early College High;Met;76.6;29.1;0;81;B
Craven County Schools;Early College EAST High;Met;72.0;25.3;0;74;B
Wake County Schools;Davis Drive Middle;Exceeded;88.9;8.3;1;90;A
Craven County Schools;Havelock High;Exceeded;60.7;41.1;0;75;B
Duplin County Schools;Warsaw Elementary;Met;37.6;91.4;0;46;D
Moore County Schools;North Moore High;Met;52.3;54.2;0;67;C
Johnston County Schools;South Smithfield Elementary;Met;43.9;79.2;0;51;D
Iredell-Statesville Schools;Scotts Elementary;NotMet;47.7;66.0;0;50;D
Pasquotank County Schools;J C Sawyer Elementary;Met;49.9;68.2;0;55;C
Charter Schools;Quality Education Academy;Met;37.2;84.4;0;49;D
Charter Schools;Franklin Academy;Exceeded;77.9;8.6;0;83;B
Charter Schools;KIPP Charlotte;Exceeded;45.5;70.7;0;54;D
Charter Schools;Grandfather Academy;N/A;21.2;18.5;0;15;F
Charter Schools;Orange Charter;Met;77.0;8.0;0;78;B
Charter Schools;Lincoln Charter School;Met;79.2;;0;81;B
Charter Schools;Gray Stone Day;NotMet;86.6;;0;87;A
Craven County Schools;Vanceboro-Farm Life Elementary;Met;47.3;74.6;0;53;D
Craven County Schools;James W Smith Elementary;Exceeded;41.5;79.2;0;51;D
Craven County Schools;Roger R Bell Elementary;Met;44.8;69.6;0;52;D
Craven County Schools;Oaks Road Elementary;Met;40.9;87.5;0;48;D
Lenoir County Public Schools;South Lenoir High;NotMet;45.0;45.0;0;60;C
Lexington City Schools;Lexington Senior High;Exceeded;44.4;75.0;0;65;C
Lee County Schools;Southern Lee High School;NotMet;43.4;56.9;0;58;C
Macon County Schools;Iotla Valley Elementary;Met;57.6;71.9;0;63;C
Randolph County Schools;Archdale Elementary;Met;53.8;63.8;0;60;C
Lee County Schools;SanLee Middle School;NotMet;52.3;72.6;0;53;D
Rockingham County Schools;Reidsville High;Met;36.1;61.7;0;57;C
Lincoln County Schools;North Lincoln High;Met;72.2;28.4;0;80;B
Macon County Schools;Macon Middle School;Met;55.9;66.3;0;61;C
Madison County Schools;Madison Middle;Met;50.9;57.7;0;57;C
Iredell-Statesville Schools;Celeste Henkel Elementary;Met;58.3;64.3;0;63;C
Iredell-Statesville Schools;Coddle Creek Elementary;Met;70.0;29.0;0;72;B
Johnston County Schools;Dixon Road Elementary;Exceeded;58.5;42.0;0;64;C
Iredell-Statesville Schools;Lake Norman Elementary;Met;75.5;12.7;0;77;B
Jackson County Schools;Smoky Mountain High;NotMet;55.4;47.5;0;65;C
Johnston County Schools;Four Oaks Elementary;Met;49.4;64.2;0;54;D
Hoke County Schools;Sandy Grove Middle;Exceeded;48.2;64.7;0;58;C
Hoke County Schools;Sandy Grove Elementary;Met;45.4;70.9;0;52;D
Lincoln County Schools;West Lincoln Middle;Met;56.9;59.2;0;62;C
Iredell-Statesville Schools;Mount Mourne School;Met;94.9;;0;93;A
Henderson County Schools;Hendersonville Elementary;NotMet;70.4;35.6;0;69;C
Henderson County Schools;West Henderson High;NotMet;67.7;33.5;0;74;B
Henderson County Schools;Upward Elementary;NotMet;47.8;79.4;0;50;D
Hickory City Schools;Northview Middle;Exceeded;62.4;56.8;0;70;B
Henderson County Schools;Rugby Middle;Exceeded;73.1;41.1;0;77;B
Wilkes County Schools;East Wilkes High;NotMet;49.0;49.3;0;63;C
Hertford County Schools;Bearfield Primary;Met;37.6;85.1;0;46;D
Hickory City Schools;Grandview Middle;NotMet;48.8;69.5;0;52;D
Hickory City Schools;Oakwood Elementary;Met;60.1;56.1;0;64;C
Hertford County Schools;CS Brown High;Met;53.6;82.1;0;69;C
Johnston County Schools;River Dell Elementary;Exceeded;75.4;25.4;0;77;B
Johnston County Schools;Princeton Elementary;Exceeded;63.2;57.5;0;68;C
Jones County Schools;Pollocksville Elementary;Met;35.5;85.5;0;45;D
Johnston County Schools;Four Oaks Middle;Exceeded;52.5;58.0;0;59;C
Jones County Schools;Trenton Elementary;Exceeded;51.3;82.2;0;59;C
Johnston County Schools;West Johnston High;NotMet;56.5;28.7;0;66;C
Moore County Schools;Westmoore Elementary;NotMet;51.6;54.0;0;54;D
Yancey County Schools;Micaville Elementary;Met;62.4;63.4;0;67;C
Jones County Schools;Comfort Elementary;Met;46.3;80.2;0;54;D
Jones County Schools;Jones Senior High;Met;51.6;77.8;0;66;C
Polk County Schools;Sunny View Elementary School;NotMet;63.7;72.3;0;63;C
Pitt County Schools;W H Robinson Elementary;Exceeded;54.6;54.8;0;61;C
Polk County Schools;Saluda Elementary School;Met;76.6;56.6;0;77;B
Pitt County Schools;E B Aycock Middle;NotMet;41.8;66.8;0;47;D
Wake County Schools;West Lake Middle;Exceeded;70.5;22.3;0;73;B
Pitt County Schools;Elmhurst Elementary;Met;58.0;74.5;0;63;C
Roanoke Rapids City Schools;William L Manning Elementary;Exceeded;61.8;54.7;0;68;C
McDowell County Schools;Pleasant Gardens Elementary;NotMet;48.0;61.0;0;52;D
Richmond County Schools;Richmond 9th Grade Academy;NotMet;36.1;74.3;0;40;D
Madison County Schools;Mars Hill Elementary;Exceeded;62.0;57.1;0;68;C
Moore County Schools;Aberdeen Elementary;Exceeded;42.0;77.7;0;51;D
Mooresville City Schools;Mooresville Middle;Met;69.1;34.6;0;71;B
Moore County Schools;Crain's Creek Middle;Met;48.4;48.8;0;53;D
Martin County Schools;Riverside High;NotMet;46.7;50.5;0;63;C
Martin County Schools;Jamesville Middle;Met;54.2;54.8;0;60;C
Moore County Schools;Union Pines High;Met;59.0;32.6;0;75;B
New Hanover County Schools;Winter Park Model Elementary;Exceeded;51.8;76.5;0;59;C
New Hanover County Schools;John J Blair Elementary;Exceeded;64.1;40.5;0;69;C
Orange County Schools;Cameron Park Elementary;Exceeded;71.6;35.5;0;76;B
New Hanover County Schools;Roland-Grise Middle;Met;74.2;31.1;0;74;B
Onslow County Schools;Sand Ridge Elementary;Met;61.0;46.7;0;66;C
Northampton County Schools;Gaston Middle;NotMet;18.5;83.9;0;26;F
Pitt County Schools;Farmville Middle;Exceeded;46.5;70.0;0;55;C
Onslow County Schools;Morton Elementary;Met;51.5;50.9;0;58;C
Wake County Schools;Daniels Middle;NotMet;60.2;41.9;0;60;C
Onslow County Schools;White Oak High;Met;52.9;32.2;0;69;C
Guilford County Schools;Southwest Guilford High;Exceeded;61.7;40.6;0;77;B
Guilford County Schools;Philip J Weaver Ed Center;Met;89.9;17.3;0;91;A
Guilford County Schools;Stokesdale Elementary;NotMet;71.5;22.3;0;70;B
Guilford County Schools;Reedy Fork Elementary;Met;41.2;74.0;0;49;D
Guilford County Schools;Southern Elementary;Met;66.8;69.9;0;70;B
Guilford County Schools;Penn-Griffin Schools;Met;54.8;57.7;0;63;C
Halifax County Schools;Dawson Elementary;Met;21.8;94.6;1;32;F
Wake County Schools;Fuquay-Varina Middle;Met;58.4;45.6;0;63;C
Guilford County Schools;STEM Early College @ NC A&T SU;Exceeded;;27.5;0;96;A
Halifax County Schools;Inborden Elementary;Met;21.7;;0;32;F
Halifax County Schools;William R Davie Middle;Exceeded;30.8;91.4;0;42;D
Haywood County Schools;North Canton Elementary;Exceeded;66.8;66.2;0;72;B
Halifax County Schools;Southeast Halifax High;Exceeded;31.3;91.2;0;58;C
Wayne County Public Schools;Meadow Lane Elementary;Met;56.0;65.3;0;60;C
Harnett County Schools;Harnett Central Middle;Exceeded;48.6;55.6;0;56;C
Henderson County Schools;Apple Valley Middle;NotMet;50.5;67.2;0;52;D
Haywood County Schools;Meadowbrook Elementary;Met;64.5;64.0;0;68;C
Haywood County Schools;Haywood Early College;Met;81.8;55.6;0;85;A
Harnett County Schools;Benhaven Elementary;Met;50.2;64.5;0;56;C
Haywood County Schools;Tuscola High;NotMet;54.6;39.9;0;66;C
Pender County Schools;South Topsail Elementary;Exceeded;67.9;26.5;0;72;B
Union County Public Schools;Piedmont Middle;Exceeded;72.5;30.3;0;76;B
Pender County Schools;Malpass Corner Elementary;Met;49.3;83.5;0;56;C
Person County Schools;Helena Elementary;Exceeded;77.1;44.9;0;79;B
Pamlico County Schools;Pamlico County Middle;Met;52.4;67.4;0;58;C
Pender County Schools;Heide Trask High;NotMet;39.5;66.4;0;56;C
Pitt County Schools;D H Conley High;NotMet;59.0;34.4;0;68;C
Pender County Schools;Topsail High;Exceeded;73.4;25.8;0;80;B
Person County Schools;Person High;NotMet;44.8;54.6;0;61;C
Pitt County Schools;Chicod;Exceeded;68.7;36.8;0;73;B
New Hanover County Schools;Carolina Beach Elementary;NotMet;70.8;36.3;0;71;B
New Hanover County Schools;Emsley A Laney High;Exceeded;59.8;37.1;0;75;B
Nash-Rocky Mount Schools;M B Hubbard Elementary;NotMet;36.5;79.7;0;41;D
New Hanover County Schools;College Park Elementary;Met;56.1;78.9;0;61;C
New Hanover County Schools;Castle Hayne Elementary;Met;66.5;61.8;0;68;C
Nash-Rocky Mount Schools;Englewood Elementary;NotMet;41.7;67.9;0;47;D
Nash-Rocky Mount Schools;Nash Central Middle;NotMet;44.6;58.6;0;47;D
Nash-Rocky Mount Schools;J W Parker Middle;NotMet;18.2;93.3;0;26;F
Wake County Schools;Forestville Road Elementary;Met;56.7;56.3;0;62;C
Nash-Rocky Mount Schools;Williford Elementary;Met;29.0;;0;39;F
Randolph County Schools;New Market Elementary;Exceeded;66.1;54.4;0;71;B
Randolph County Schools;Braxton Craven Middle;Met;57.5;47.6;0;61;C
Richmond County Schools;Fairview Heights Elementary;Exceeded;55.9;82.7;0;62;C
Richmond County Schools;East Rockingham Elementary;Exceeded;52.3;88.7;0;59;C
Randolph County Schools;Southeastern Randolph Middle;NotMet;35.5;69.7;0;40;D
Robeson County Schools;L Gilbert Carroll Middle;NotMet;40.0;74.2;0;44;D
Randolph County Schools;Trindale Elementary;Exceeded;76.0;53.5;0;78;B
Robeson County Schools;West Lumberton Elementary;Met;54.4;74.3;0;60;C
Robeson County Schools;Prospect Elementary;NotMet;35.4;68.7;0;41;D
Robeson County Schools;Deep Branch Elementary;Met;29.2;79.4;0;37;F
Randolph County Schools;Trinity High;Exceeded;58.1;42.2;0;72;B
Wake County Schools;Heritage Middle;Met;79.0;17.1;0;80;B
Rockingham County Schools;Leaksville-Spray Elementary;Exceeded;47.7;81.4;0;56;C
Rockingham County Schools;Bethany Elementary;Exceeded;65.3;44.6;0;69;C
Rockingham County Schools;Huntsville Elementary;Met;57.0;66.7;0;61;C
Rockingham County Schools;Draper Elementary;NotMet;39.4;85.9;0;45;D
Rockingham County Schools;Lincoln Elementary;Met;48.3;62.5;0;54;D
Robeson County Schools;South Robeson High;NotMet;37.9;87.1;0;57;C
Wake County Schools;East Wake Middle;NotMet;42.3;68.6;0;47;D
Robeson County Schools;W H Knuckles;NotMet;25.3;78.6;0;33;F
Rowan-Salisbury Schools;Salisbury High;Met;41.7;65.3;0;60;C
Vance County Schools;Carver Elementary;NotMet;61.7;;0;63;C
Watauga County Schools;Green Valley Elementary;Exceeded;54.5;54.1;0;62;C
Wilson County Schools;Stantonsburg Elementary;Exceeded;39.0;81.9;0;49;D
Yancey County Schools;Bald Creek Elementary;Exceeded;80.8;57.4;0;84;B
Yancey County Schools;South Toe Elementary;Exceeded;77.4;66.7;0;80;B
Yadkin County Schools;Yadkin Early College;Exceeded;84.8;53.3;0;88;A
Whiteville City Schools;Edgewood Elementary;Met;50.1;79.2;0;55;C
Wilkes County Schools;Traphill Elementary;Met;46.7;72.0;0;51;D
Yancey County Schools;Bee Log Elementary;Met;73.0;52.7;0;75;B
Rutherford County Schools;Pinnacle Elementary School;Met;71.8;65.8;0;74;B
Rutherford County Schools;East Rutherford High School;Met;46.6;62.1;0;63;C
Rutherford County Schools;Chase High School;Exceeded;48.3;55.3;0;66;C
Sampson County Schools;Hargrove Elementary;Exceeded;57.8;62.9;0;65;C
Rowan-Salisbury Schools;Isenberg Elementary;NotMet;32.3;80.6;0;40;D
Sampson County Schools;Midway Elementary;Exceeded;64.1;50.1;0;69;C
Rowan-Salisbury Schools;Landis Elementary;NotMet;39.1;70.1;0;43;D
Rowan-Salisbury Schools;West Rowan High;NotMet;42.2;49.2;0;57;C
Rowan-Salisbury Schools;Faith Elementary;Met;59.6;50.5;0;63;C
Rowan-Salisbury Schools;Dole Elementary;Met;33.5;84.8;0;43;D
Scotland County Schools;Covington Street Elementary;Exceeded;65.3;68.9;0;70;B
Stokes County Schools;Francisco Elementary;Exceeded;57.3;71.8;0;63;C
Stanly County Schools;Millingport Elementary;NotMet;54.9;57.7;0;56;C
Stanly County Schools;Norwood Elementary;Exceeded;47.9;66.8;0;57;C
Scotland County Schools;Scotland High School;NotMet;37.3;73.6;0;55;C
Stanly County Schools;Locust Elementary;NotMet;59.0;41.3;0;59;C
Stanly County Schools;Richfield Elementary;Met;61.0;49.0;0;66;C
Stokes County Schools;London Elementary;NotMet;58.8;58.9;0;61;C
Stanly County Schools;South Stanly High;NotMet;51.2;48.3;0;64;C
Stanly County Schools;Badin Elementary;Met;62.8;63.8;0;67;C
Transylvania County Schools;Pisgah Forest Elementary;Met;70.8;61.0;0;73;B
Transylvania County Schools;T C Henderson Elementary;Met;68.8;69.6;0;71;B
Stokes County Schools;Sandy Ridge Elementary;Exceeded;66.3;57.4;0;71;B
Stokes County Schools;Pine Hall Elementary;Exceeded;49.5;70.9;0;57;C
Stokes County Schools;Nancy Reynolds Elementary;Met;62.2;65.9;0;66;C
Transylvania County Schools;Rosman High;NotMet;58.1;58.7;0;69;C
Tyrrell County Schools;Columbia Middle;NotMet;41.4;76.9;0;46;D
Surry County Schools;North Surry High;NotMet;51.0;54.3;0;63;C
Stokes County Schools;North Stokes High;Met;58.3;43.5;0;71;B
Watauga County Schools;Watauga High;Met;66.4;30.4;0;75;B
Union County Public Schools;Walter Bickett Elementary;Exceeded;36.7;92.1;0;47;D
Union County Public Schools;Union County Early College;Exceeded;85.8;40.7;0;89;A
Union County Public Schools;Kensington Elementary;Exceeded;82.7;8.5;0;84;B
Union County Public Schools;Weddington Middle;Exceeded;90.0;10.2;0;92;A
Union County Public Schools;Porter Ridge Elementary;Met;63.4;44.6;0;67;C
Union County Public Schools;East Union Middle;NotMet;46.4;73.8;0;49;D
Union County Public Schools;Piedmont High;Exceeded;74.9;25.0;0;83;B
Union County Public Schools;Wingate Elementary;Met;57.3;85.6;0;60;C
Union County Public Schools;Parkwood High;NotMet;53.4;40.0;0;66;C
Vance County Schools;Henderson Middle;NotMet;31.4;88.9;0;35;F
Wake County Schools;Green Hope Elementary;Exceeded;86.9;10.9;0;88;A
Wake County Schools;Cedar Fork Elementary;Exceeded;89.4;7.8;0;89;A
Vance County Schools;Vance Co Early College;NotMet;60.8;53.8;0;69;C
Wake County Schools;Athens Drive High;Exceeded;67.9;32.9;1;80;B
Wake County Schools;Fox Road Elementary;NotMet;43.9;77.9;0;49;D
Wake County Schools;Creech Road Elementary;Met;38.7;79.6;0;47;D
Wake County Schools;Holly Grove Middle;NotMet;67.1;23.7;0;66;C
Wake County Schools;Dillard Drive Middle;Met;58.2;48.2;1;63;C
Wake County Schools;Carroll Middle;NotMet;44.4;55.9;1;47;D
Wake County Schools;Green Elementary;Met;50.5;57.0;0;55;C
Wake County Schools;North Forest Pines Drive Elementary;Exceeded;76.0;23.9;0;78;B
Wake County Schools;Needham Broughton High;Exceeded;61.1;34.6;1;74;B
Wake County Schools;Timber Drive Elementary;NotMet;60.4;45.3;0;61;C
Wake County Schools;Holly Springs High;Exceeded;73.2;18.3;0;83;B
Wake County Schools;Partnership Elementary;Met;57.4;30.1;0;62;C
